
NOTICE: Existing SQLite export found: report1.sqlite
        It is assumed file was previously exported from: report1.nsys-rep
        Consider using --force-export=true if needed.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances   Avg (ns)    Med (ns)  Min (ns)   Max (ns)    StdDev (ns)   Style                  Range               
 --------  ---------------  ---------  -----------  --------  --------  -----------  -----------  -------  -----------------------------------
     94.3    5,107,142,471     19,068    267,838.4   6,101.0     5,240  125,812,749  3,501,970.8  PushPop  CCCL:cub::DeviceRadixSort          
      2.3      126,581,781     10,109     12,521.7  12,053.0    10,239    3,148,122     31,209.6  PushPop  CCCL:cub::DeviceReduce::Sum        
      2.2      118,906,495     10,109     11,762.4  11,251.0    10,490    1,417,739     14,256.7  PushPop  CCCL:cub::DeviceSelect::Flagged    
      1.1       60,107,861         50  1,202,157.2  14,177.0    12,864   59,410,869  8,399,954.1  PushPop  CCCL:cub::DeviceSelect::UniqueByKey
      0.0        1,757,894         50     35,157.9  15,023.5    13,526    1,018,592    141,919.7  PushPop  CCCL:cub::DeviceScan::ExclusiveScan

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)      Min (ns)      Max (ns)       StdDev (ns)              Name         
      0.0       10,247,222         50     204,944.4     204,882.0     203,938     206,274         521.1  void at::native::<unnamed>::compute_grad_weight<c10::BFloat16, long>(const T2 *, const T1 *, const …
      0.0        9,629,416      7,774       1,238.7       1,216.0       1,088       1,472          77.1  void at_cuda_detail::cub::DeviceRadixSortExclusiveSumKernel<at_cuda_detail::cub::detail::radix::pol…
      0.0        9,515,871      1,800       5,286.6       5,408.0       4,320       6,689         506.2  triton_poi_fused__scaled_mm__to_copy_clamp_mul_reciprocal_12                                        
      0.0        8,634,521     10,109         854.1         864.0         800       1,312          21.7  void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>,…
      0.0        8,463,300        784      10,795.0       9,857.0       8,320      16,640       2,095.3  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_64x4_nn_align8>(T1::Para…
      0.0        8,448,824        774      10,915.8      11,200.0       7,456      15,936       1,871.1  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_tn_align8>(T1::Para…
      0.0        8,446,292        755      11,187.1      12,288.0       7,840      13,984       2,094.9  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_64x4_tn_align8>(T1::Para…
      0.0        7,562,973        532      14,216.1      14,624.0      11,744      17,600       1,253.9  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Para…
      0.0        7,316,025      2,679       2,730.9       2,720.0       2,400       3,712         195.5  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nt_align8>(T1::Para…
      0.0        6,784,398        600      11,307.3      11,072.0      10,688      12,288         474.1  sm89_xmma_gemm_e4m3bf16_e4m3f32_f32_tn_n_tilesize128x64x64_stage4_warpsize2x2x1_tensor16x8x32_execu…
      0.0        6,758,439         50     135,168.8     135,041.0     134,338     136,450         498.9  triton_poi_fused_add_arange_bitwise_and_eq_le_view_1                                                
      0.0        6,051,043         50     121,020.9     121,073.0     119,938     123,105         633.6  void at::native::<unnamed>::sum_and_scatter<c10::BFloat16, long>(const T2 *, T1 *, long, const T2 *…
      0.0        5,795,857      3,000       1,932.0       1,792.0       1,504       2,816         357.9  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_3                                            
      0.0        5,349,084        751       7,122.6       6,784.0       1,824      13,473       3,034.5  void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2…
      0.0        5,223,130         50     104,462.6     104,593.0      97,153     115,010       3,089.0  triton_per_fused__to_copy_add_div_mul_pow_sum_2                                                     
      0.0        3,840,813        751       5,114.3       4,896.0       1,536       9,696       2,286.9  void at::native::indexFuncSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, at…
      0.0        3,794,207        486       7,807.0       6,912.0       6,496      11,712       1,378.0  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_64x3_nn_align8>(T1::Para…
      0.0        3,790,059        600       6,316.8       6,336.0       5,344       7,424         336.9  triton_red_fused__to_copy_abs_clamp_max_mul_reciprocal_3                                            
      0.0        3,749,630      1,250       2,999.7       3,072.0       2,560       3,296         183.2  triton_red_fused__to_copy_mul_sum_1                                                                 
      0.0        3,390,564        600       5,650.9       5,664.0       5,280       6,209         122.8  triton_red_fused__to_copy_abs_clamp_max_mul_reciprocal_1                                            
      0.0        3,202,823        600       5,338.0       5,120.0       4,832       6,304         425.5  triton_red_fused__softmax_backward_data__to_copy_abs_add_clamp_max_mul_reciprocal_4                 
      0.0        2,971,678        486       6,114.6       6,784.0       4,320       7,776       1,124.3  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align8>(T1::Par…
      0.0        2,619,138        600       4,365.2       4,224.0       4,032       5,217         291.6  triton_per_fused__softmax_backward_data__to_copy_abs_add_max_3                                      
      0.0        2,300,113        600       3,833.5       3,840.0       3,584       4,256          71.2  triton_poi_fused__to_copy_arange_eq_8                                                               
      0.0        2,145,400         50      42,908.0      42,672.0      40,161      45,696       1,441.7  triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0                                                  
      0.0        1,954,517        600       3,257.5       3,264.0       3,168       3,392          39.0  triton_red_fused_sum_9                                                                              
      0.0        1,895,093        600       3,158.5       3,136.0       2,784       3,872         180.3  triton_poi_fused__to_copy_add_div_scatter_sum_zeros_2                                               
      0.0        1,752,177        600       2,920.3       2,912.0       2,560       3,232          67.7  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_14                                           
      0.0        1,663,408        600       2,772.3       2,688.0       2,528       3,392         181.8  triton_poi_fused__softmax_backward_data__to_copy_add_clamp_mul_reciprocal_5                         
      0.0        1,654,922        600       2,758.2       2,816.0       1,856       3,584         291.5  triton_red_fused_abs_max_0                                                                          
      0.0        1,566,225        600       2,610.4       2,624.0       2,112       2,784          71.0  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_7                                            
      0.0        1,383,472         50      27,669.4      27,648.5      27,136      28,224         270.9  triton_red_fused_nll_loss_forward_1                                                                 
      0.0        1,362,375        600       2,270.6       2,240.0       1,856       3,040         257.7  triton_poi_fused__scaled_mm__to_copy_clamp_mul_reciprocal_0                                         
      0.0        1,272,307        600       2,120.5       2,112.0       2,048       2,592          57.3  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_10                                           
      0.0        1,237,233        600       2,062.1       2,048.0       1,984       2,720          56.2  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_9                                            
      0.0        1,222,925        600       2,038.2       2,016.0       1,920       2,400          67.9  void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::select::policy_hub<l…
      0.0        1,048,976        600       1,748.3       1,760.0       1,696       2,208          37.8  triton_per_fused__softmax__to_copy_6                                                                
      0.0        1,012,172        600       1,687.0       1,665.0       1,504       2,112          72.7  triton_red_fused_gt_sum_10                                                                          
      0.0          974,442        600       1,624.1       1,600.0       1,280       2,080          57.3  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_1                                            
      0.0          818,725        600       1,364.5       1,344.0       1,184       2,080         120.7  void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail::reduce::policy_…
      0.0          814,342        600       1,357.2       1,328.0       1,216       1,824         119.1  triton_poi_fused__scaled_mm_clone_6                                                                 
      0.0          795,082        600       1,325.1       1,280.0       1,216       1,728          85.3  triton_poi_fused__to_copy_add_div_scatter_sum_zeros_1                                               
      0.0          648,103        600       1,080.2       1,088.0       1,024       1,280          21.0  triton_poi_fused__to_copy_div_sum_7                                                                 
      0.0          624,519        177       3,528.4       3,617.0       2,944       4,288         387.9  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
      0.0          594,470        118       5,037.9       5,040.5       4,160       6,176         326.9  void gemvNSP_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)1, (int)32, (int)4, (i…
      0.0          317,412         59       5,379.9       5,408.0       4,352       6,176         356.9  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
      0.0          301,571        177       1,703.8       1,696.0       1,472       2,304         151.3  void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTens…
      0.0          301,092         50       6,021.8       6,112.0       5,184       6,240         280.7  void at_cuda_detail::cub::DeviceUniqueByKeySweepKernel<at_cuda_detail::cub::detail::unique_by_key::…
      0.0          237,504         50       4,750.1       4,736.0       4,704       4,832          33.1  triton_red_fused_cumsum_ne_sub_0                                                                    
      0.0          159,138         50       3,182.8       3,136.0       3,008       3,488         113.3  void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long…
      0.0          157,794        100       1,577.9       1,616.0       1,280       2,816         283.4  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, floa…
      0.0          139,616         50       2,792.3       2,816.0       2,528       3,008         105.8  void at::native::<unnamed>::krn_partial_segment_offset<long>(T1 *, const T1 *, const T1 *, const T1…
      0.0          137,283         50       2,745.7       2,752.0       2,688       2,816          28.9  triton_poi_fused__to_copy_cos_mul_sin_1                                                             
      0.0           89,378         50       1,787.6       1,792.0         864       2,144         172.4  void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<unsigned long …
      0.0           81,024         50       1,620.5       1,632.0       1,472       1,792          52.8  void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTens…
      0.0           79,456         50       1,589.1       1,568.0       1,536       1,728          34.0  void at::native::<unnamed>::krn_partials_per_segment<long>(T1 *, const T1 *, const long *, long)    
      0.0           61,377         50       1,227.5       1,216.0       1,120       1,568          67.7  triton_per_fused_nll_loss_forward_2                                                                 
      0.0           57,760         50       1,155.2       1,152.0       1,120       1,216          26.9  void at::native::<unnamed>::compute_num_of_partial_segments<long>(const T1 *, const T1 *, const lon…
      0.0           46,017         51         902.3         896.0         832       1,184          61.1  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.0           41,408         50         828.2         832.0         800         864          20.1  void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T…

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count   Avg (ns)  Med (ns)  Min (ns)   Max (ns)   StdDev (ns)            Operation           
 --------  ---------------  ------  --------  --------  --------  ----------  -----------  ------------------------------
     48.5       89,190,668   9,762   9,136.5   3,200.0       896     105,410     16,831.3  [CUDA memcpy Device-to-Device]
     28.6       52,619,464     865  60,831.8  33,761.0       288  13,919,047    648,916.5  [CUDA memcpy Host-to-Device]  
     17.7       32,545,855  37,255     873.6     928.0       288       8,960        276.4  [CUDA memset]                 
      5.2        9,487,461  19,676     482.2     416.0       352       2,016        121.7  [CUDA memcpy Device-to-Host]  

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)   Count   Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 -----------  ------  --------  --------  --------  --------  -----------  ------------------------------
 104,889.057   9,762    10.745     2.223     0.000    73.400       17.389  [CUDA memcpy Device-to-Device]
   1,211.628     865     1.401     0.918     0.000   272.269       13.054  [CUDA memcpy Host-to-Device]  
     105.528  37,255     0.003     0.002     0.000     0.016        0.003  [CUDA memset]                 
       0.117  19,676     0.000     0.000     0.000     0.000        0.000  [CUDA memcpy Device-to-Host]  

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/openmp_sum.py]... 
SKIPPED: report1.sqlite does not contain OpenMP event data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/opengl_khr_range_sum.py]... 
SKIPPED: report1.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: report1.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/vulkan_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/dx11_pix_sum.py]... 
SKIPPED: report1.sqlite does not contain DX11 CPU debug markers.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: report1.sqlite does not contain DX12 GPU debug markers.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/dx12_pix_sum.py]... 
SKIPPED: report1.sqlite does not contain DX12 CPU debug markers.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/wddm_queue_sum.py]... 
SKIPPED: report1.sqlite does not contain WDDM context data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/um_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/um_total_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: report1.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/openacc_sum.py]... 
SKIPPED: report1.sqlite does not contain OpenACC event data.

Processing [report1.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/syscall_sum.py]... 
SKIPPED: report1.sqlite does not contain syscall data.

