
NOTICE: Existing SQLite export found: report2.sqlite
        It is assumed file was previously exported from: report2.nsys-rep
        Consider using --force-export=true if needed.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)       Med (ns)      Min (ns)      Max (ns)      StdDev (ns)    Style                  Range               
 --------  ---------------  ---------  -------------  -------------  -----------  -------------  -------------  -------  -----------------------------------
     53.4   25,210,630,199         50  504,212,604.0  501,081,008.0  434,558,820    728,710,997   33,957,696.0  PushPop  :backward                          
     30.0   14,160,544,952         50  283,210,899.0  165,446,410.5  163,048,315  5,872,607,058  806,830,474.2  PushPop  :forward                           
     16.1    7,620,731,696      9,650      789,713.1       33,789.0        5,341    130,304,599    6,607,257.3  PushPop  CCCL:cub::DeviceRadixSort          
      0.2       91,378,338         50    1,827,566.8       13,070.0       11,873     90,715,523   12,827,199.4  PushPop  CCCL:cub::DeviceSelect::UniqueByKey
      0.1       69,359,142      5,400       12,844.3       12,203.0       10,219      3,131,939       42,468.2  PushPop  CCCL:cub::DeviceReduce::Sum        
      0.1       64,502,339      5,400       11,944.9       11,391.0       10,570         47,440        1,679.1  PushPop  CCCL:cub::DeviceSelect::Flagged    
      0.0        4,625,063         50       92,501.3       13,325.5       12,223      3,969,575      559,491.3  PushPop  CCCL:cub::DeviceScan::ExclusiveScan

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls     Avg (ns)         Med (ns)       Min (ns)      Max (ns)       StdDev (ns)              Name         
      0.0        7,758,615      4,800       1,616.4       1,632.0       1,088       2,208         182.2  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::arra…
      0.0        7,167,010      4,800       1,493.1       1,472.0       1,376       1,984          43.3  void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
      0.0        6,755,378         50     135,107.6     134,961.0     134,241     136,481         560.1  triton_poi_fused_add_arange_bitwise_and_eq_le_view_1                                                
      0.0        6,520,654        425      15,342.7      14,976.0      13,504      17,664       1,004.4  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_tn_align8>(T1::Para…
      0.0        6,351,031      4,800       1,323.1       1,376.0       1,120       1,792         110.6  void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail::reduce::policy_…
      0.0        6,053,360         50     121,067.2     121,121.0     118,753     122,369         777.4  void at::native::<unnamed>::sum_and_scatter<c10::BFloat16, long>(const T2 *, T1 *, long, const T2 *…
      0.0        5,209,736         50     104,194.7     103,696.5      96,480     112,865       3,282.5  triton_per_fused__to_copy_add_div_mul_pow_sum_2                                                     
      0.0        4,850,215        418      11,603.4      12,416.0       7,904      13,825       1,995.0  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_64x4_tn_align8>(T1::Para…
      0.0        4,627,776      5,400         857.0         864.0         800       1,536          26.6  void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<int, (bool)1>,…
      0.0        4,317,249      2,400       1,798.9       1,744.5       1,472       3,072         225.6  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_3                                            
      0.0        4,239,678        377      11,245.8      10,272.0       8,384      16,800       2,296.1  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_64x4_nn_align8>(T1::Para…
      0.0        4,046,654        600       6,744.4       6,720.0       5,376       7,584         275.5  triton_red_fused__to_copy_abs_clamp_max_mul_reciprocal_3                                            
      0.0        3,933,659      1,250       3,146.9       3,168.0       2,528       3,360          89.7  triton_red_fused__to_copy_mul_sum_1                                                                 
      0.0        3,468,409        600       5,780.7       5,760.0       5,440       6,368         151.1  triton_red_fused__to_copy_abs_clamp_max_mul_reciprocal_1                                            
      0.0        3,101,462        502       6,178.2       6,496.0       4,224       8,288         946.6  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Par…
      0.0        2,654,357        331       8,019.2       7,168.0       5,312      11,264       1,558.8  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_nn_align8>(T1::Par…
      0.0        2,567,404        180      14,263.4      14,592.0      12,256      18,144       1,341.7  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Para…
      0.0        2,384,849         50      47,697.0      47,008.0      43,584      54,688       2,428.1  triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0                                                  
      0.0        2,105,076        600       3,508.5       3,488.0       3,040       4,160         206.7  triton_poi_fused__to_copy_add_div_scatter_sum_zeros_1                                               
      0.0        1,879,279        600       3,132.1       3,136.0       2,976       3,361          43.0  triton_red_fused_sum_3                                                                              
      0.0        1,758,484        600       2,930.8       2,944.0       2,656       3,136          57.9  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_14                                           
      0.0        1,728,078        600       2,880.1       2,816.0       2,560       4,064         213.4  triton_per_fused__softmax_backward_data__to_copy_add_2                                              
      0.0        1,603,117        600       2,671.9       2,688.0       2,144       2,816          66.0  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_7                                            
      0.0        1,444,425        600       2,407.4       2,400.0       2,272       2,816          55.3  triton_poi_fused__to_copy_arange_eq_2                                                               
      0.0        1,404,810         50      28,096.2      28,144.0      27,104      28,704         390.2  triton_red_fused_nll_loss_forward_1                                                                 
      0.0        1,273,348        600       2,122.2       2,112.0       2,048       2,464          45.6  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_10                                           
      0.0        1,236,004        600       2,060.0       2,048.0       1,984       2,528          42.9  triton_per_fused__to_copy_abs_clamp_max_mul_reciprocal_9                                            
      0.0        1,224,743        600       2,041.2       2,048.0       1,888       2,336          79.8  void at_cuda_detail::cub::DeviceSelectSweepKernel<at_cuda_detail::cub::detail::select::policy_hub<l…
      0.0        1,085,027        600       1,808.4       1,792.0       1,280       2,336          88.5  void at_cuda_detail::cub::DeviceReduceSingleTileKernel<at_cuda_detail::cub::detail::reduce::policy_…
      0.0          996,455        600       1,660.8       1,664.0       1,472       2,336          83.3  triton_red_fused_gt_sum_4                                                                           
      0.0          897,033        600       1,495.1       1,472.0       1,376       2,240          81.0  triton_per_fused__softmax__to_copy_0                                                                
      0.0          724,771        600       1,208.0       1,216.0       1,024       1,536          89.1  triton_poi_fused__to_copy_add_div_scatter_sum_zeros_0                                               
      0.0          673,286        600       1,122.1       1,120.0       1,056       1,376          29.7  triton_poi_fused__to_copy_div_sum_1                                                                 
      0.0          405,155        147       2,756.2       2,752.0       2,432       3,424         202.2  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nt_align8>(T1::Para…
      0.0          345,345         42       8,222.5       8,688.0       2,464      13,920       3,215.3  void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2…
      0.0          298,368         50       5,967.4       6,080.0       5,152       6,240         317.6  void at_cuda_detail::cub::DeviceUniqueByKeySweepKernel<at_cuda_detail::cub::detail::unique_by_key::…
      0.0          255,553         42       6,084.6       6,224.0       1,792       9,728       2,364.7  void at::native::indexFuncSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2, at…
      0.0          237,315         50       4,746.3       4,736.0       4,672       4,832          34.5  triton_red_fused_cumsum_ne_sub_0                                                                    
      0.0          159,106         50       3,182.1       3,168.5       2,944       3,456         101.9  void at_cuda_detail::cub::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long…
      0.0          158,369        100       1,583.7       1,584.0       1,280       3,040         294.3  void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<float, float, floa…
      0.0          139,968         50       2,799.4       2,800.0       2,560       3,040         101.2  void at::native::<unnamed>::krn_partial_segment_offset<long>(T1 *, const T1 *, const T1 *, const T1…
      0.0          137,377         50       2,747.5       2,752.0       2,656       3,008          48.0  triton_poi_fused__to_copy_cos_mul_sin_1                                                             
      0.0           93,856         12       7,821.3       7,008.0       6,656      10,176       1,441.0  void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_64x3_nn_align8>(T1::Para…
      0.0           89,664         50       1,793.3       1,792.0         864       2,336         211.3  void at_cuda_detail::cub::DeviceCompactInitKernel<at_cuda_detail::cub::ScanTileState<unsigned long …
      0.0           80,640         50       1,612.8       1,632.0       1,472       1,760          51.7  void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTens…
      0.0           79,776         50       1,595.5       1,600.0       1,504       1,696          39.9  void at::native::<unnamed>::krn_partials_per_segment<long>(T1 *, const T1 *, const long *, long)    
      0.0           73,376         12       6,114.7       6,720.0       4,352       7,136       1,179.4  void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align8>(T1::Par…
      0.0           61,729         50       1,234.6       1,216.0       1,152       1,504          52.9  triton_per_fused_nll_loss_forward_2                                                                 
      0.0           58,434         50       1,168.7       1,184.0       1,120       1,216          19.7  void at::native::<unnamed>::compute_num_of_partial_segments<long>(const T1 *, const T1 *, const lon…
      0.0           46,177         51         905.4         896.0         832       1,504          96.3  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
      0.0           41,888         50         837.8         832.0         800         864          20.1  void at_cuda_detail::cub::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T…
      0.0           20,640          6       3,440.0       3,392.0       3,040       3,936         382.3  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
      0.0           20,192          4       5,048.0       5,008.0       4,896       5,280         168.1  void gemvNSP_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)1, (int)32, (int)4, (i…
      0.0           10,208          2       5,104.0       5,104.0       5,024       5,184         113.1  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
      0.0            9,824          6       1,637.3       1,680.0       1,504       1,728          93.7  void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTens…

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count   Avg (ns)  Med (ns)  Min (ns)   Max (ns)   StdDev (ns)            Operation           
 --------  ---------------  ------  --------  --------  --------  ----------  -----------  ------------------------------
     47.9       71,433,153   4,938  14,466.0   7,392.0       896     101,088     17,419.4  [CUDA memcpy Device-to-Device]
     29.0       43,260,208     577  74,974.4  33,760.0       288  14,055,574    804,344.7  [CUDA memcpy Host-to-Device]  
     19.6       29,167,981  32,866     887.5     928.0       288       9,024        275.4  [CUDA memset]                 
      3.5        5,267,908  10,258     513.5     576.0       352       1,856        134.0  [CUDA memcpy Device-to-Host]  

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count   Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  ------  --------  --------  --------  --------  -----------  ------------------------------
 96,448.021   4,938    19.532    11.132     0.000    73.400       20.362  [CUDA memcpy Device-to-Device]
    947.215     577     1.642     0.918     0.000   272.269       15.982  [CUDA memcpy Host-to-Device]  
    100.690  32,866     0.003     0.003     0.000     0.016        0.003  [CUDA memset]                 
      0.060  10,258     0.000     0.000     0.000     0.000        0.000  [CUDA memcpy Device-to-Host]  

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/openmp_sum.py]... 
SKIPPED: report2.sqlite does not contain OpenMP event data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/opengl_khr_range_sum.py]... 
SKIPPED: report2.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: report2.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/vulkan_marker_sum.py]... 
SKIPPED: report2.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: report2.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/dx11_pix_sum.py]... 
SKIPPED: report2.sqlite does not contain DX11 CPU debug markers.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: report2.sqlite does not contain DX12 GPU debug markers.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/dx12_pix_sum.py]... 
SKIPPED: report2.sqlite does not contain DX12 CPU debug markers.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/wddm_queue_sum.py]... 
SKIPPED: report2.sqlite does not contain WDDM context data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/um_sum.py]... 
SKIPPED: report2.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/um_total_sum.py]... 
SKIPPED: report2.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: report2.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/openacc_sum.py]... 
SKIPPED: report2.sqlite does not contain OpenACC event data.

Processing [report2.sqlite] with [/usr/local/cuda-12.8/nsight-systems-2024.6.2/host-linux-x64/reports/syscall_sum.py]... 
SKIPPED: report2.sqlite does not contain syscall data.

